date,sector,gdp,hours,employment,output_hour,output_employment,employed,employed_employer,employed_employee,employed_own_account,employed_unpaid_family
2016-01-01 00:00:00,manufacturing,75555,1343,2147,56.3,35191,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,manufacturing,75555,1343,2147,56.3,35191,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,manufacturing,26007,461,745,56.4,34908.7,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,manufacturing,26007,461,745,56.4,34908.7,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,manufacturing,4.4,0.8,0.5,3.6,3.8,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,manufacturing,4.4,0.8,0.5,3.6,3.8,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,manufacturing,1.7,7.1,6.1,-5,-4.2,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,manufacturing,1.7,7.1,6.1,-5,-4.2,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,manufacturing,6.7,-2.3,0,9.2,6.7,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,manufacturing,6.7,-2.3,0,9.2,6.7,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,manufacturing,6.9,4.5,-0.6,2.3,7.5,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,manufacturing,6.9,4.5,-0.6,2.3,7.5,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,manufacturing,5.5,-2.9,-2.1,8.6,7.8,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,manufacturing,5.5,-2.9,-2.1,8.6,7.8,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,manufacturing,4.4,0.8,1.2,3.5,3.1,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,manufacturing,4.4,0.8,1.2,3.5,3.1,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,manufacturing,4.2,1.3,2,2.8,2.2,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,manufacturing,4.2,1.3,2,2.8,2.2,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,manufacturing,7.6,0.8,0.7,6.8,6.8,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,manufacturing,7.6,0.8,0.7,6.8,6.8,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,manufacturing,-3,-9.1,-9,6.7,6.6,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,manufacturing,-3,-9.1,-9,6.7,6.6,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,mining,105368,190,305,554.6,345468.9,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,mining,105368,190,305,554.6,345468.9,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,mining,2.2,-0.5,-3.5,2.8,5.9,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,mining,2.2,-0.5,-3.5,2.8,5.9,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,overall,1229312,33199,56721,37,21673,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,overall,1229312,33199,56721,37,21673,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,overall,4.4,1.5,1.3,2.9,3.1,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,overall,4.4,1.5,1.3,2.9,3.1,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,680562,19859,33755,34.3,20161.8,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,680562,19859,33755,34.3,20161.8,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,33413,239,395,139.8,84589.9,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,33413,239,395,139.8,84589.9,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,195707,5556,9119,35.2,21461.5,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,195707,5556,9119,35.2,21461.5,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,38831,3175,5471,12.2,7097.6,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,38831,3175,5471,12.2,7097.6,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,44463,1269,2051,35,21678.7,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,44463,1269,2051,35,21678.7,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,67302,483,812,139.3,82884.2,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,67302,483,812,139.3,82884.2,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,80721,810,1404,99.7,57493.6,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,80721,810,1404,99.7,57493.6,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,54965,2503,4079,22,13475.1,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,54965,2503,4079,22,13475.1,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,165161,5826,10424,28.3,15844.3,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,165161,5826,10424,28.3,15844.3,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,5.7,3.3,3.7,2.3,2,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,5.7,3.3,3.7,2.3,2,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,5.4,3.5,0.3,1.8,5.1,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,5.4,3.5,0.3,1.8,5.1,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,6.3,6.5,7,-0.2,-0.6,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,6.3,6.5,7,-0.2,-0.6,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,7.2,2.7,4.3,4.4,2.8,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,7.2,2.7,4.3,4.4,2.8,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,5.7,4.8,4.4,0.9,1.3,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,5.7,4.8,4.4,0.9,1.3,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,8,-0.8,-1.1,8.9,9.2,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,8,-0.8,-1.1,8.9,9.2,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,2.7,-0.4,0.6,3,2.1,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,2.7,-0.4,0.6,3,2.1,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,6.9,4,3.8,2.7,2.9,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,6.9,4,3.8,2.7,2.9,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,4.9,1.1,1.3,3.7,3.5,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,4.9,1.1,1.3,3.7,3.5,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,680562,19859,33755,34.3,20161.8,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,680562,19859,33755,34.3,20161.8,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,33413,239,395,139.8,84589.9,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,33413,239,395,139.8,84589.9,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,195707,5556,9119,35.2,21461.5,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,195707,5556,9119,35.2,21461.5,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,38831,3175,5471,12.2,7097.6,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,38831,3175,5471,12.2,7097.6,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,44463,1269,2051,35,21678.7,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,44463,1269,2051,35,21678.7,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,67302,483,812,139.3,82884.2,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,67302,483,812,139.3,82884.2,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,80721,810,1404,99.7,57493.6,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,80721,810,1404,99.7,57493.6,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,54965,2503,4079,22,13475.1,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,54965,2503,4079,22,13475.1,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,165161,5826,10424,28.3,15844.3,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,165161,5826,10424,28.3,15844.3,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,5.7,3.3,3.7,2.3,2,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,5.7,3.3,3.7,2.3,2,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,5.4,3.5,0.3,1.8,5.1,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,5.4,3.5,0.3,1.8,5.1,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,6.3,6.5,7,-0.2,-0.6,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,6.3,6.5,7,-0.2,-0.6,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,7.2,2.7,4.3,4.4,2.8,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,7.2,2.7,4.3,4.4,2.8,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,5.7,4.8,4.4,0.9,1.3,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,5.7,4.8,4.4,0.9,1.3,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,8,-0.8,-1.1,8.9,9.2,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,8,-0.8,-1.1,8.9,9.2,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,2.7,-0.4,0.6,3,2.1,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,2.7,-0.4,0.6,3,2.1,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,6.9,4,3.8,2.7,2.9,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,6.9,4,3.8,2.7,2.9,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,4.9,1.1,1.3,3.7,3.5,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,4.9,1.1,1.3,3.7,3.5,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,680562,19859,33755,34.3,20161.8,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,680562,19859,33755,34.3,20161.8,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,33413,239,395,139.8,84589.9,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,33413,239,395,139.8,84589.9,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,195707,5556,9119,35.2,21461.5,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,195707,5556,9119,35.2,21461.5,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,38831,3175,5471,12.2,7097.6,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,38831,3175,5471,12.2,7097.6,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,44463,1269,2051,35,21678.7,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,44463,1269,2051,35,21678.7,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,67302,483,812,139.3,82884.2,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,67302,483,812,139.3,82884.2,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,80721,810,1404,99.7,57493.6,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,80721,810,1404,99.7,57493.6,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,54965,2503,4079,22,13475.1,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,54965,2503,4079,22,13475.1,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,165161,5826,10424,28.3,15844.3,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,165161,5826,10424,28.3,15844.3,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,5.7,3.3,3.7,2.3,2,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,5.7,3.3,3.7,2.3,2,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,5.4,3.5,0.3,1.8,5.1,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,5.4,3.5,0.3,1.8,5.1,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,6.3,6.5,7,-0.2,-0.6,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,6.3,6.5,7,-0.2,-0.6,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,7.2,2.7,4.3,4.4,2.8,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,7.2,2.7,4.3,4.4,2.8,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,5.7,4.8,4.4,0.9,1.3,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,5.7,4.8,4.4,0.9,1.3,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,8,-0.8,-1.1,8.9,9.2,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,8,-0.8,-1.1,8.9,9.2,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,2.7,-0.4,0.6,3,2.1,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,2.7,-0.4,0.6,3,2.1,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,6.9,4,3.8,2.7,2.9,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,6.9,4,3.8,2.7,2.9,100,3.16,74.24,18.12,4.21
2016-01-01 00:00:00,services,4.9,1.1,1.3,3.7,3.5,14188.7,449,10534.1,2570.3,597.1
2016-01-01 00:00:00,services,4.9,1.1,1.3,3.7,3.5,100,3.16,74.24,18.12,4.21
2017-01-01 00:00:00,agriculture,99508,3893,7357,25.6,13525.6,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,agriculture,99508,3893,7357,25.6,13525.6,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,agriculture,5.9,4.1,3.6,1.8,2.2,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,agriculture,5.9,4.1,3.6,1.8,2.2,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,agriculture,99508,3893,7357,25.6,13525.6,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,agriculture,99508,3893,7357,25.6,13525.6,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,agriculture,5.9,4.1,3.6,1.8,2.2,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,agriculture,5.9,4.1,3.6,1.8,2.2,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,agriculture,99508,3893,7357,25.6,13525.6,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,agriculture,99508,3893,7357,25.6,13525.6,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,agriculture,5.9,4.1,3.6,1.8,2.2,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,agriculture,5.9,4.1,3.6,1.8,2.2,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,construction,63522,3602,5990,17.6,10604.7,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,construction,63522,3602,5990,17.6,10604.7,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,construction,6.7,0.1,-0.1,6.7,6.8,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,construction,6.7,0.1,-0.1,6.7,6.8,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,290464,5944,9763,48.9,29751.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,290464,5944,9763,48.9,29751.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,28420,946,1664,30,17079.3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,28420,946,1664,30,17079.3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,8599,45,73,191.1,117794.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,8599,45,73,191.1,117794.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,5682,463,899,12.3,6320.4,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,5682,463,899,12.3,6320.4,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,19657,761,1207,25.8,16285.8,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,19657,761,1207,25.8,16285.8,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,84997,997,1556,85.3,54625.3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,84997,997,1556,85.3,54625.3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,34517,891,1411,38.7,24462.8,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,34517,891,1411,38.7,24462.8,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,81217,1370,2181,59.3,37238.4,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,81217,1370,2181,59.3,37238.4,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,27374,469,771,58.4,35504.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,27374,469,771,58.4,35504.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,6,2.3,2.1,3.6,3.9,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,6,2.3,2.1,3.6,3.9,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,11.2,2.7,2.2,8.2,8.7,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,11.2,2.7,2.2,8.2,8.7,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,6,4.7,2.8,1.3,3.1,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,6,4.7,2.8,1.3,3.1,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,7.9,0.7,1.4,7.2,6.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,7.9,0.7,1.4,7.2,6.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,4.7,-2.4,-1.6,7.3,6.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,4.7,-2.4,-1.6,7.3,6.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,4,3.2,2,0.8,2,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,4,3.2,2,0.8,2,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,4.9,7.1,5.8,-2.1,-0.8,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,4.9,7.1,5.8,-2.1,-0.8,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,7.5,2,1.6,5.4,5.8,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,7.5,2,1.6,5.4,5.8,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,manufacturing,5.3,1.7,3.5,3.5,1.7,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,manufacturing,5.3,1.7,3.5,3.5,1.7,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,mining,105837,196,322,540,328686.3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,mining,105837,196,322,540,328686.3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,mining,0.4,3.2,5.6,-2.6,-4.9,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,mining,0.4,3.2,5.6,-2.6,-4.9,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,overall,1300768,33877,57836,38.4,22490.6,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,overall,1300768,33877,57836,38.4,22490.6,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,overall,5.8,2,2,3.7,3.8,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,overall,5.8,2,2,3.7,3.8,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,723361,20242,34404,35.7,21025.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,723361,20242,34404,35.7,21025.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,34396,234,394,147,87299.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,34396,234,394,147,87299.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,209885,5803,9495,36.2,22104.8,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,209885,5803,9495,36.2,22104.8,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,41748,3297,5613,12.7,7437.7,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,41748,3297,5613,12.7,7437.7,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,47213,1264,2065,37.4,22863.4,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,47213,1264,2065,37.4,22863.4,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,73114,519,861,140.9,84917.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,73114,519,861,140.9,84917.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,84531,832,1446,101.6,58458.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,84531,832,1446,101.6,58458.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,59132,2573,4220,23,14012.3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,59132,2573,4220,23,14012.3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,173343,5718,10305,30.3,16821.3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,173343,5718,10305,30.3,16821.3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,6.3,1.9,1.9,4.3,4.3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,6.3,1.9,1.9,4.3,4.3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,2.9,-2.1,-0.3,5.1,3.2,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,2.9,-2.1,-0.3,5.1,3.2,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,7.2,4.4,4.1,2.7,3,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,7.2,4.4,4.1,2.7,3,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,7.5,3.8,2.6,3.5,4.8,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,7.5,3.8,2.6,3.5,4.8,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,6.2,-0.4,0.7,6.6,5.5,14405.2,550,10652,2548.6,616.2
2017-01-01 00:00:00,services,6.2,-0.4,0.7,6.6,5.5,100,3.82,73.95,17.69,4.28
2017-01-01 00:00:00,services,8.6,7.5,6,1.1,2.5,14405.2,550,10652,2548.6,616.2
